data,selic_meta,ipca_mensal,dolar_venda,cdi_diario
2022-07-31,13.25,,,
2022-08-01,13.25,-0.36,5.1606,0.049037
2022-08-02,13.25,,5.2329,0.049037
2022-08-03,13.25,,5.2846,0.049037
2022-08-04,13.75,,5.2409,0.050788
2022-08-05,13.75,,5.2165,0.050788
2022-08-06,13.75,,,
2022-08-07,13.75,,,
2022-08-08,13.75,,5.1247,0.050788
2022-08-09,13.75,,5.1224,0.050788
2022-08-10,13.75,,5.0497,0.050788
2022-08-11,13.75,,5.1127,0.050788
2022-08-12,13.75,,5.1023,0.050788
2022-08-13,13.75,,,
2022-08-14,13.75,,,
2022-08-15,13.75,,5.0925,0.050788
2022-08-16,13.75,,5.134,0.050788
2022-08-17,13.75,,5.1784,0.050788
2022-08-18,13.75,,5.1773,0.050788
2022-08-19,13.75,,5.1961,0.050788
2022-08-20,13.75,,,
2022-08-21,13.75,,,
2022-08-22,13.75,,5.1709,0.050788
2022-08-23,13.75,,5.103,0.050788
2022-08-24,13.75,,5.105,0.050788
2022-08-25,13.75,,5.1173,0.050788
2022-08-26,13.75,,5.0903,0.050788
2022-08-27,13.75,,,
2022-08-28,13.75,,,
2022-08-29,13.75,,5.0428,0.050788
2022-08-30,13.75,,5.0617,0.050788
2022-08-31,13.75,,5.179,0.050788
2022-09-01,13.75,-0.29,5.2007,0.050788
2022-09-02,13.75,,5.1878,0.050788
2022-09-03,13.75,,,
2022-09-04,13.75,,,
2022-09-05,13.75,,5.1686,0.050788
2022-09-06,13.75,,5.2228,0.050788
2022-09-07,13.75,,,
2022-09-08,13.75,,5.2155,0.050788
2022-09-09,13.75,,5.1633,0.050788
2022-09-10,13.75,,,
2022-09-11,13.75,,,
2022-09-12,13.75,,5.1183,0.050788
2022-09-13,13.75,,5.1794,0.050788
2022-09-14,13.75,,5.1774,0.050788
2022-09-15,13.75,,5.2211,0.050788
2022-09-16,13.75,,5.2882,0.050788
2022-09-17,13.75,,,
2022-09-18,13.75,,,
2022-09-19,13.75,,5.2367,0.050788
2022-09-20,13.75,,5.1705,0.050788
2022-09-21,13.75,,5.1692,0.050788
2022-09-22,13.75,,5.1677,0.050788
2022-09-23,13.75,,5.2257,0.050788
2022-09-24,13.75,,,
2022-09-25,13.75,,,
2022-09-26,13.75,,5.3548,0.050788
2022-09-27,13.75,,5.3508,0.050788
2022-09-28,13.75,,5.3594,0.050788
2022-09-29,13.75,,5.3916,0.050788
2022-09-30,13.75,,5.4066,0.050788
2022-10-01,13.75,0.59,,
2022-10-02,13.75,,,
2022-10-03,13.75,,5.2002,0.050788
2022-10-04,13.75,,5.1411,0.050788
2022-10-05,13.75,,5.2144,0.050788
2022-10-06,13.75,,5.2009,0.050788
2022-10-07,13.75,,5.2221,0.050788
2022-10-08,13.75,,,
2022-10-09,13.75,,,
2022-10-10,13.75,,5.1941,0.050788
2022-10-11,13.75,,5.2068,0.050788
2022-10-12,13.75,,,
2022-10-13,13.75,,5.3017,0.050788
2022-10-14,13.75,,5.2824,0.050788
2022-10-15,13.75,,,
2022-10-16,13.75,,,
2022-10-17,13.75,,5.2713,0.050788
2022-10-18,13.75,,5.2697,0.050788
2022-10-19,13.75,,5.2808,0.050788
2022-10-20,13.75,,5.2176,0.050788
2022-10-21,13.75,,5.1919,0.050788
2022-10-22,13.75,,,
2022-10-23,13.75,,,
2022-10-24,13.75,,5.2744,0.050788
2022-10-25,13.75,,5.3091,0.050788
2022-10-26,13.75,,5.3248,0.050788
2022-10-27,13.75,,5.3003,0.050788
2022-10-28,13.75,,5.3454,0.050788
2022-10-29,13.75,,,
2022-10-30,13.75,,,
2022-10-31,13.75,,5.257,0.050788
2022-11-01,13.75,0.41,5.15,0.050788
2022-11-02,13.75,,,
2022-11-03,13.75,,5.1349,0.050788
2022-11-04,13.75,,5.036,0.050788
2022-11-05,13.75,,,
2022-11-06,13.75,,,
2022-11-07,13.75,,5.0886,0.050788
2022-11-08,13.75,,5.1744,0.050788
2022-11-09,13.75,,5.1629,0.050788
2022-11-10,13.75,,5.3064,0.050788
2022-11-11,13.75,,5.3051,0.050788
2022-11-12,13.75,,,
2022-11-13,13.75,,,
2022-11-14,13.75,,5.3013,0.050788
2022-11-15,13.75,,,
2022-11-16,13.75,,5.3204,0.050788
2022-11-17,13.75,,5.4655,0.050788
2022-11-18,13.75,,5.3477,0.050788
2022-11-19,13.75,,,
2022-11-20,13.75,,,
2022-11-21,13.75,,5.3259,0.050788
2022-11-22,13.75,,5.3339,0.050788
2022-11-23,13.75,,5.393,0.050788
2022-11-24,13.75,,5.3149,0.050788
2022-11-25,13.75,,5.3508,0.050788
2022-11-26,13.75,,,
2022-11-27,13.75,,,
2022-11-28,13.75,,5.3796,0.050788
2022-11-29,13.75,,5.3076,0.050788
2022-11-30,13.75,,5.2941,0.050788
2022-12-01,13.75,0.62,5.1948,0.050788
2022-12-02,13.75,,5.1974,0.050788
2022-12-03,13.75,,,
2022-12-04,13.75,,,
2022-12-05,13.75,,5.2464,0.050788
2022-12-06,13.75,,5.2396,0.050788
2022-12-07,13.75,,5.2208,0.050788
2022-12-08,13.75,,5.2091,0.050788
2022-12-09,13.75,,5.2396,0.050788
2022-12-10,13.75,,,
2022-12-11,13.75,,,
2022-12-12,13.75,,5.3066,0.050788
2022-12-13,13.75,,5.2669,0.050788
2022-12-14,13.75,,5.3406,0.050788
2022-12-15,13.75,,5.3183,0.050788
2022-12-16,13.75,,5.2806,0.050788
2022-12-17,13.75,,,
2022-12-18,13.75,,,
2022-12-19,13.75,,5.316,0.050788
2022-12-20,13.75,,5.2427,0.050788
2022-12-21,13.75,,5.2031,0.050788
2022-12-22,13.75,,5.1871,0.050788
2022-12-23,13.75,,5.1445,0.050788
2022-12-24,13.75,,,
2022-12-25,13.75,,,
2022-12-26,13.75,,5.1872,0.050788
2022-12-27,13.75,,5.2832,0.050788
2022-12-28,13.75,,5.2736,0.050788
2022-12-29,13.75,,5.2177,0.050788
2022-12-30,13.75,,5.2177,0.050788
2022-12-31,13.75,,,
2023-01-01,13.75,0.53,,
2023-01-02,13.75,,5.3436,0.050788
2023-01-03,13.75,,5.3759,0.050788
2023-01-04,13.75,,5.4459,0.050788
2023-01-05,13.75,,5.4026,0.050788
2023-01-06,13.75,,5.2855,0.050788
2023-01-07,13.75,,,
2023-01-08,13.75,,,
2023-01-09,13.75,,5.2967,0.050788
2023-01-10,13.75,,5.2395,0.050788
2023-01-11,13.75,,5.202,0.050788
2023-01-12,13.75,,5.14,0.050788
2023-01-13,13.75,,5.1146,0.050788
2023-01-14,13.75,,,
2023-01-15,13.75,,,
2023-01-16,13.75,,5.1115,0.050788
2023-01-17,13.75,,5.1203,0.050788
2023-01-18,13.75,,5.0909,0.050788
2023-01-19,13.75,,5.2144,0.050788
2023-01-20,13.75,,5.1986,0.050788
2023-01-21,13.75,,,
2023-01-22,13.75,,,
2023-01-23,13.75,,5.1922,0.050788
2023-01-24,13.75,,5.1696,0.050788
2023-01-25,13.75,,5.1042,0.050788
2023-01-26,13.75,,5.0951,0.050788
2023-01-27,13.75,,5.0767,0.050788
2023-01-28,13.75,,,
2023-01-29,13.75,,,
2023-01-30,13.75,,5.0959,0.050788
2023-01-31,13.75,,5.0993,0.050788
2023-02-01,13.75,0.84,5.0721,0.050788
2023-02-02,13.75,,4.9901,0.050788
2023-02-03,13.75,,5.103,0.050788
2023-02-04,13.75,,,
2023-02-05,13.75,,,
2023-02-06,13.75,,5.1763,0.050788
2023-02-07,13.75,,5.1695,0.050788
2023-02-08,13.75,,5.2036,0.050788
2023-02-09,13.75,,5.2315,0.050788
2023-02-10,13.75,,5.2526,0.050788
2023-02-11,13.75,,,
2023-02-12,13.75,,,
2023-02-13,13.75,,5.1834,0.050788
2023-02-14,13.75,,5.1507,0.050788
2023-02-15,13.75,,5.2243,0.050788
2023-02-16,13.75,,5.2432,0.050788
2023-02-17,13.75,,5.2012,0.050788
2023-02-18,13.75,,,
2023-02-19,13.75,,,
2023-02-20,13.75,,,
2023-02-21,13.75,,,
2023-02-22,13.75,,5.173,0.050788
2023-02-23,13.75,,5.133,0.050788
2023-02-24,13.75,,5.1791,0.050788
2023-02-25,13.75,,,
2023-02-26,13.75,,,
2023-02-27,13.75,,5.196,0.050788
2023-02-28,13.75,,5.2078,0.050788
2023-03-01,13.75,0.71,5.207,0.050788
2023-03-02,13.75,,5.208,0.050788
2023-03-03,13.75,,5.2037,0.050788
2023-03-04,13.75,,,
2023-03-05,13.75,,,
2023-03-06,13.75,,5.197,0.050788
2023-03-07,13.75,,5.1901,0.050788
2023-03-08,13.75,,5.1387,0.050788
2023-03-09,13.75,,5.1353,0.050788
2023-03-10,13.75,,5.1822,0.050788
2023-03-11,13.75,,,
2023-03-12,13.75,,,
2023-03-13,13.75,,5.24,0.050788
2023-03-14,13.75,,5.2362,0.050788
2023-03-15,13.75,,5.2981,0.050788
2023-03-16,13.75,,5.2892,0.050788
2023-03-17,13.75,,5.2679,0.050788
2023-03-18,13.75,,,
2023-03-19,13.75,,,
2023-03-20,13.75,,5.2467,0.050788
2023-03-21,13.75,,5.2444,0.050788
2023-03-22,13.75,,5.2648,0.050788
2023-03-23,13.75,,5.2632,0.050788
2023-03-24,13.75,,5.2921,0.050788
2023-03-25,13.75,,,
2023-03-26,13.75,,,
2023-03-27,13.75,,5.2306,0.050788
2023-03-28,13.75,,5.1733,0.050788
2023-03-29,13.75,,5.1493,0.050788
2023-03-30,13.75,,5.1254,0.050788
2023-03-31,13.75,,5.0804,0.050788
2023-04-01,13.75,0.61,,
2023-04-02,13.75,,,
2023-04-03,13.75,,5.0637,0.050788
2023-04-04,13.75,,5.0762,0.050788
2023-04-05,13.75,,5.0447,0.050788
2023-04-06,13.75,,5.0683,0.050788
2023-04-07,13.75,,,
2023-04-08,13.75,,,
2023-04-09,13.75,,,
2023-04-10,13.75,,5.0834,0.050788
2023-04-11,13.75,,5.0128,0.050788
2023-04-12,13.75,,4.9496,0.050788
2023-04-13,13.75,,4.9097,0.050788
2023-04-14,13.75,,4.9455,0.050788
2023-04-15,13.75,,,
2023-04-16,13.75,,,
2023-04-17,13.75,,4.9421,0.050788
2023-04-18,13.75,,4.9678,0.050788
2023-04-19,13.75,,5.0467,0.050788
2023-04-20,13.75,,5.0497,0.050788
2023-04-21,13.75,,,
2023-04-22,13.75,,,
2023-04-23,13.75,,,
2023-04-24,13.75,,5.0595,0.050788
2023-04-25,13.75,,5.0613,0.050788
2023-04-26,13.75,,5.0585,0.050788
2023-04-27,13.75,,5.015,0.050788
2023-04-28,13.75,,5.0007,0.050788
2023-04-29,13.75,,,
2023-04-30,13.75,,,
2023-05-01,13.75,0.23,,
2023-05-02,13.75,,5.0334,0.050788
2023-05-03,13.75,,5.0227,0.050788
2023-05-04,13.75,,5.0106,0.050788
2023-05-05,13.75,,4.9696,0.050788
2023-05-06,13.75,,,
2023-05-07,13.75,,,
2023-05-08,13.75,,4.9696,0.050788
2023-05-09,13.75,,5.0007,0.050788
2023-05-10,13.75,,4.9547,0.050788
2023-05-11,13.75,,4.9696,0.050788
2023-05-12,13.75,,4.9234,0.050788
2023-05-13,13.75,,,
2023-05-14,13.75,,,
2023-05-15,13.75,,4.9103,0.050788
2023-05-16,13.75,,4.9122,0.050788
2023-05-17,13.75,,4.9513,0.050788
2023-05-18,13.75,,4.9647,0.050788
2023-05-19,13.75,,4.9858,0.050788
2023-05-20,13.75,,,
2023-05-21,13.75,,,
2023-05-22,13.75,,4.968,0.050788
2023-05-23,13.75,,4.9674,0.050788
2023-05-24,13.75,,4.9474,0.050788
2023-05-25,13.75,,4.999,0.050788
2023-05-26,13.75,,5.0114,0.050788
2023-05-27,13.75,,,
2023-05-28,13.75,,,
2023-05-29,13.75,,4.9954,0.050788
2023-05-30,13.75,,5.0593,0.050788
2023-05-31,13.75,,5.0959,0.050788
2023-06-01,13.75,-0.08,5.035,0.050788
2023-06-02,13.75,,4.9558,0.050788
2023-06-03,13.75,,,
2023-06-04,13.75,,,
2023-06-05,13.75,,4.9236,0.050788
2023-06-06,13.75,,4.9292,0.050788
2023-06-07,13.75,,4.9119,0.050788
2023-06-08,13.75,,,
2023-06-09,13.75,,4.8922,0.050788
2023-06-10,13.75,,,
2023-06-11,13.75,,,
2023-06-12,13.75,,4.8832,0.050788
2023-06-13,13.75,,4.8533,0.050788
2023-06-14,13.75,,4.8462,0.050788
2023-06-15,13.75,,4.8222,0.050788
2023-06-16,13.75,,4.8286,0.050788
2023-06-17,13.75,,,
2023-06-18,13.75,,,
2023-06-19,13.75,,4.7803,0.050788
2023-06-20,13.75,,4.793,0.050788
2023-06-21,13.75,,4.7795,0.050788
2023-06-22,13.75,,4.775,0.050788
2023-06-23,13.75,,4.7799,0.050788
2023-06-24,13.75,,,
2023-06-25,13.75,,,
2023-06-26,13.75,,4.7698,0.050788
2023-06-27,13.75,,4.7903,0.050788
2023-06-28,13.75,,4.8563,0.050788
2023-06-29,13.75,,4.8584,0.050788
2023-06-30,13.75,,4.8192,0.050788
2023-07-01,13.75,0.12,,
2023-07-02,13.75,,,
2023-07-03,13.75,,4.7876,0.050788
2023-07-04,13.75,,4.8056,0.050788
2023-07-05,13.75,,4.8577,0.050788
2023-07-06,13.75,,4.8977,0.050788
2023-07-07,13.75,,4.8799,0.050788
2023-07-08,13.75,,,
2023-07-09,13.75,,,
2023-07-10,13.75,,4.8735,0.050788
2023-07-11,13.75,,4.8949,0.050788
2023-07-12,13.75,,4.8058,0.050788
2023-07-13,13.75,,4.8038,0.050788
2023-07-14,13.75,,4.7957,0.050788
2023-07-15,13.75,,,
2023-07-16,13.75,,,
2023-07-17,13.75,,4.8302,0.050788
2023-07-18,13.75,,4.804,0.050788
2023-07-19,13.75,,4.8,0.050788
2023-07-20,13.75,,4.7888,0.050788
2023-07-21,13.75,,4.7732,0.050788
2023-07-22,13.75,,,
2023-07-23,13.75,,,
2023-07-24,13.75,,4.7457,0.050788
2023-07-25,13.75,,4.7496,0.050788
2023-07-26,13.75,,4.7368,0.050788
2023-07-27,13.75,,4.7202,0.050788
2023-07-28,13.75,,4.7253,0.050788
2023-07-29,13.75,,,
2023-07-30,13.75,,,
2023-07-31,13.75,,4.7415,0.050788
2023-08-01,13.75,0.23,4.7752,0.050788
2023-08-02,13.75,,4.8083,0.050788
2023-08-03,13.25,,4.8797,0.049037
2023-08-04,13.25,,4.8609,0.049037
2023-08-05,13.25,,,
2023-08-06,13.25,,,
2023-08-07,13.25,,4.901,0.049037
2023-08-08,13.25,,4.9217,0.049037
2023-08-09,13.25,,4.9015,0.049037
2023-08-10,13.25,,4.8518,0.049037
2023-08-11,13.25,,4.8918,0.049037
2023-08-12,13.25,,,
2023-08-13,13.25,,,
2023-08-14,13.25,,4.9481,0.049037
2023-08-15,13.25,,4.9812,0.049037
2023-08-16,13.25,,4.9772,0.049037
2023-08-17,13.25,,4.9816,0.049037
2023-08-18,13.25,,4.9724,0.049037
2023-08-19,13.25,,,
2023-08-20,13.25,,,
2023-08-21,13.25,,4.9847,0.049037
2023-08-22,13.25,,4.9431,0.049037
2023-08-23,13.25,,4.8977,0.049037
2023-08-24,13.25,,4.8748,0.049037
2023-08-25,13.25,,4.8772,0.049037
2023-08-26,13.25,,,
2023-08-27,13.25,,,
2023-08-28,13.25,,4.8938,0.049037
2023-08-29,13.25,,4.8706,0.049037
2023-08-30,13.25,,4.8653,0.049037
2023-08-31,13.25,,4.9219,0.049037
2023-09-01,13.25,0.26,4.9318,0.049037
2023-09-02,13.25,,,
2023-09-03,13.25,,,
2023-09-04,13.25,,4.9176,0.049037
2023-09-05,13.25,,4.9705,0.049037
2023-09-06,13.25,,4.9762,0.049037
2023-09-07,13.25,,,
2023-09-08,13.25,,4.9835,0.049037
2023-09-09,13.25,,,
2023-09-10,13.25,,,
2023-09-11,13.25,,4.9366,0.049037
2023-09-12,13.25,,4.9505,0.049037
2023-09-13,13.25,,4.9171,0.049037
2023-09-14,13.25,,4.8751,0.049037
2023-09-15,13.25,,4.8689,0.049037
2023-09-16,13.25,,,
2023-09-17,13.25,,,
2023-09-18,13.25,,4.8535,0.049037
2023-09-19,13.25,,4.8575,0.049037
2023-09-20,13.25,,4.8487,0.049037
2023-09-21,12.75,,4.9229,0.047279
2023-09-22,12.75,,4.9131,0.047279
2023-09-23,12.75,,,
2023-09-24,12.75,,,
2023-09-25,12.75,,4.9606,0.047279
2023-09-26,12.75,,4.9717,0.047279
2023-09-27,12.75,,5.0289,0.047279
2023-09-28,12.75,,5.0475,0.047279
2023-09-29,12.75,,5.0076,0.047279
2023-09-30,12.75,,,
2023-10-01,12.75,0.24,,
2023-10-02,12.75,,5.0679,0.047279
2023-10-03,12.75,,5.11,0.047279
2023-10-04,12.75,,5.1526,0.047279
2023-10-05,12.75,,5.1713,0.047279
2023-10-06,12.75,,5.1918,0.047279
2023-10-07,12.75,,,
2023-10-08,12.75,,,
2023-10-09,12.75,,5.1666,0.047279
2023-10-10,12.75,,5.0862,0.047279
2023-10-11,12.75,,5.0496,0.047279
2023-10-12,12.75,,,
2023-10-13,12.75,,5.0625,0.047279
2023-10-14,12.75,,,
2023-10-15,12.75,,,
2023-10-16,12.75,,5.0618,0.047279
2023-10-17,12.75,,5.0384,0.047279
2023-10-18,12.75,,5.0568,0.047279
2023-10-19,12.75,,5.054,0.047279
2023-10-20,12.75,,5.0528,0.047279
2023-10-21,12.75,,,
2023-10-22,12.75,,,
2023-10-23,12.75,,5.0164,0.047279
2023-10-24,12.75,,5.0065,0.047279
2023-10-25,12.75,,4.9981,0.047279
2023-10-26,12.75,,5.0055,0.047279
2023-10-27,12.75,,4.948,0.047279
2023-10-28,12.75,,,
2023-10-29,12.75,,,
2023-10-30,12.75,,5.0074,0.047279
2023-10-31,12.75,,5.0575,0.047279
2023-11-01,12.75,0.28,5.0194,0.047279
2023-11-02,12.25,,,
2023-11-03,12.25,,4.891,0.045513
2023-11-04,12.25,,,
2023-11-05,12.25,,,
2023-11-06,12.25,,4.8999,0.045513
2023-11-07,12.25,,4.867,0.045513
2023-11-08,12.25,,4.8855,0.045513
2023-11-09,12.25,,4.9007,0.045513
2023-11-10,12.25,,4.9219,0.045513
2023-11-11,12.25,,,
2023-11-12,12.25,,,
2023-11-13,12.25,,4.9247,0.045513
2023-11-14,12.25,,4.8682,0.045513
2023-11-15,12.25,,,
2023-11-16,12.25,,4.8575,0.045513
2023-11-17,12.25,,4.8849,0.045513
2023-11-18,12.25,,,
2023-11-19,12.25,,,
2023-11-20,12.25,,4.8723,0.045513
2023-11-21,12.25,,4.8806,0.045513
2023-11-22,12.25,,4.8968,0.045513
2023-11-23,12.25,,4.8931,0.045513
2023-11-24,12.25,,4.8927,0.045513
2023-11-25,12.25,,,
2023-11-26,12.25,,,
2023-11-27,12.25,,4.8951,0.045513
2023-11-28,12.25,,4.8867,0.045513
2023-11-29,12.25,,4.8933,0.045513
2023-11-30,12.25,,4.9355,0.045513
2023-12-01,12.25,0.56,4.9191,0.045513
2023-12-02,12.25,,,
2023-12-03,12.25,,,
2023-12-04,12.25,,4.9091,0.045513
2023-12-05,12.25,,4.9522,0.045513
2023-12-06,12.25,,4.9031,0.045513
2023-12-07,12.25,,4.8949,0.045513
2023-12-08,12.25,,4.9158,0.045513
2023-12-09,12.25,,,
2023-12-10,12.25,,,
2023-12-11,12.25,,4.944,0.045513
2023-12-12,12.25,,4.9476,0.045513
2023-12-13,12.25,,4.958,0.045513
2023-12-14,11.75,,4.8912,0.043739
2023-12-15,11.75,,4.9397,0.043739
2023-12-16,11.75,,,
2023-12-17,11.75,,,
2023-12-18,11.75,,4.9399,0.043739
2023-12-19,11.75,,4.8663,0.043739
2023-12-20,11.75,,4.8766,0.043739
2023-12-21,11.75,,4.8755,0.043739
2023-12-22,11.75,,4.8619,0.043739
2023-12-23,11.75,,,
2023-12-24,11.75,,,
2023-12-25,11.75,,,
2023-12-26,11.75,,4.8368,0.043739
2023-12-27,11.75,,4.8306,0.043739
2023-12-28,11.75,,4.8413,0.043739
2023-12-29,11.75,,4.8413,0.043739
2023-12-30,11.75,,,
2023-12-31,11.75,,,
2024-01-01,11.75,0.42,,
2024-01-02,11.75,,4.8916,0.043739
2024-01-03,11.75,,4.9212,0.043739
2024-01-04,11.75,,4.9188,0.043739
2024-01-05,11.75,,4.8899,0.043739
2024-01-06,11.75,,,
2024-01-07,11.75,,,
2024-01-08,11.75,,4.885,0.043739
2024-01-09,11.75,,4.8937,0.043739
2024-01-10,11.75,,4.8901,0.043739
2024-01-11,11.75,,4.8794,0.043739
2024-01-12,11.75,,4.8543,0.043739
2024-01-13,11.75,,,
2024-01-14,11.75,,,
2024-01-15,11.75,,4.8765,0.043739
2024-01-16,11.75,,4.9038,0.043739
2024-01-17,11.75,,4.9346,0.043739
2024-01-18,11.75,,4.9403,0.043739
2024-01-19,11.75,,4.9223,0.043739
2024-01-20,11.75,,,
2024-01-21,11.75,,,
2024-01-22,11.75,,4.949,0.043739
2024-01-23,11.75,,4.9715,0.043739
2024-01-24,11.75,,4.9192,0.043739
2024-01-25,11.75,,4.9232,0.043739
2024-01-26,11.75,,4.9125,0.043739
2024-01-27,11.75,,,
2024-01-28,11.75,,,
2024-01-29,11.75,,4.9225,0.043739
2024-01-30,11.75,,4.9638,0.043739
2024-01-31,11.75,,4.9535,0.043739
2024-02-01,11.25,0.83,4.935,0.041957
2024-02-02,11.25,,4.9471,0.041957
2024-02-03,11.25,,,
2024-02-04,11.25,,,
2024-02-05,11.25,,5.0053,0.041957
2024-02-06,11.25,,4.9687,0.041957
2024-02-07,11.25,,4.9608,0.041957
2024-02-08,11.25,,4.9804,0.041957
2024-02-09,11.25,,4.9717,0.041957
2024-02-10,11.25,,,
2024-02-11,11.25,,,
2024-02-12,11.25,,,
2024-02-13,11.25,,,
2024-02-14,11.25,,4.9723,0.041957
2024-02-15,11.25,,4.971,0.041957
2024-02-16,11.25,,4.9761,0.041957
2024-02-17,11.25,,,
2024-02-18,11.25,,,
2024-02-19,11.25,,4.9585,0.041957
2024-02-20,11.25,,4.9408,0.041957
2024-02-21,11.25,,4.9303,0.041957
2024-02-22,11.25,,4.9419,0.041957
2024-02-23,11.25,,4.9851,0.041957
2024-02-24,11.25,,,
2024-02-25,11.25,,,
2024-02-26,11.25,,4.9819,0.041957
2024-02-27,11.25,,4.9575,0.041957
2024-02-28,11.25,,4.9557,0.041957
2024-02-29,11.25,,4.9833,0.041957
2024-03-01,11.25,0.16,4.9596,0.041957
2024-03-02,11.25,,,
2024-03-03,11.25,,,
2024-03-04,11.25,,4.9475,0.041957
2024-03-05,11.25,,4.9488,0.041957
2024-03-06,11.25,,4.9398,0.041957
2024-03-07,11.25,,4.9364,0.041957
2024-03-08,11.25,,4.9751,0.041957
2024-03-09,11.25,,,
2024-03-10,11.25,,,
2024-03-11,11.25,,4.9777,0.041957
2024-03-12,11.25,,4.9813,0.041957
2024-03-13,11.25,,4.9803,0.041957
2024-03-14,11.25,,4.9768,0.041957
2024-03-15,11.25,,4.9937,0.041957
2024-03-16,11.25,,,
2024-03-17,11.25,,,
2024-03-18,11.25,,5.0124,0.041957
2024-03-19,11.25,,5.0352,0.041957
2024-03-20,11.25,,5.012,0.041957
2024-03-21,10.75,,4.9807,0.040168
2024-03-22,10.75,,4.9897,0.040168
2024-03-23,10.75,,,
2024-03-24,10.75,,,
2024-03-25,10.75,,4.9869,0.040168
2024-03-26,10.75,,4.987,0.040168
2024-03-27,10.75,,4.9856,0.040168
2024-03-28,10.75,,4.9962,0.040168
2024-03-29,10.75,,,
2024-03-30,10.75,,,
2024-03-31,10.75,,,
2024-04-01,10.75,0.38,5.0532,0.040168
2024-04-02,10.75,,5.0476,0.040168
2024-04-03,10.75,,5.0724,0.040168
2024-04-04,10.75,,5.0237,0.040168
2024-04-05,10.75,,5.052,0.040168
2024-04-06,10.75,,,
2024-04-07,10.75,,,
2024-04-08,10.75,,5.0421,0.040168
2024-04-09,10.75,,5.008,0.040168
2024-04-10,10.75,,5.0654,0.040168
2024-04-11,10.75,,5.0765,0.040168
2024-04-12,10.75,,5.1364,0.040168
2024-04-13,10.75,,,
2024-04-14,10.75,,,
2024-04-15,10.75,,5.1746,0.040168
2024-04-16,10.75,,5.2635,0.040168
2024-04-17,10.75,,5.2469,0.040168
2024-04-18,10.75,,5.2512,0.040168
2024-04-19,10.75,,5.2269,0.040168
2024-04-20,10.75,,,
2024-04-21,10.75,,,
2024-04-22,10.75,,5.2043,0.040168
2024-04-23,10.75,,5.1626,0.040168
2024-04-24,10.75,,5.1592,0.040168
2024-04-25,10.75,,5.1679,0.040168
2024-04-26,10.75,,5.1184,0.040168
2024-04-27,10.75,,,
2024-04-28,10.75,,,
2024-04-29,10.75,,5.1155,0.040168
2024-04-30,10.75,,5.1718,0.040168
2024-05-01,10.75,0.46,,
2024-05-02,10.75,,5.1184,0.040168
2024-05-03,10.75,,5.0668,0.040168
2024-05-04,10.75,,,
2024-05-05,10.75,,,
2024-05-06,10.75,,5.0727,0.040168
2024-05-07,10.75,,5.061,0.040168
2024-05-08,10.75,,5.0887,0.040168
2024-05-09,10.5,,5.1577,0.03927
2024-05-10,10.5,,5.1464,0.03927
2024-05-11,10.5,,,
2024-05-12,10.5,,,
2024-05-13,10.5,,5.1412,0.03927
2024-05-14,10.5,,5.1356,0.03927
2024-05-15,10.5,,5.1423,0.03927
2024-05-16,10.5,,5.127,0.03927
2024-05-17,10.5,,5.1157,0.03927
2024-05-18,10.5,,,
2024-05-19,10.5,,,
2024-05-20,10.5,,5.1085,0.03927
2024-05-21,10.5,,5.1037,0.03927
2024-05-22,10.5,,5.1502,0.03927
2024-05-23,10.5,,5.1443,0.03927
2024-05-24,10.5,,5.1508,0.03927
2024-05-25,10.5,,,
2024-05-26,10.5,,,
2024-05-27,10.5,,5.1704,0.03927
2024-05-28,10.5,,5.1538,0.03927
2024-05-29,10.5,,5.1972,0.03927
2024-05-30,10.5,,,
2024-05-31,10.5,,5.2416,0.03927
2024-06-01,10.5,0.21,,
2024-06-02,10.5,,,
2024-06-03,10.5,,5.2373,0.03927
2024-06-04,10.5,,5.2687,0.03927
2024-06-05,10.5,,5.2841,0.03927
2024-06-06,10.5,,5.2681,0.03927
2024-06-07,10.5,,5.2802,0.03927
2024-06-08,10.5,,,
2024-06-09,10.5,,,
2024-06-10,10.5,,5.3666,0.03927
2024-06-11,10.5,,5.3524,0.03927
2024-06-12,10.5,,5.3891,0.03927
2024-06-13,10.5,,5.3974,0.03927
2024-06-14,10.5,,5.363,0.03927
2024-06-15,10.5,,,
2024-06-16,10.5,,,
2024-06-17,10.5,,5.413,0.03927
2024-06-18,10.5,,5.4074,0.03927
2024-06-19,10.5,,5.4647,0.03927
2024-06-20,10.5,,5.4254,0.03927
2024-06-21,10.5,,5.4416,0.03927
2024-06-22,10.5,,,
2024-06-23,10.5,,,
2024-06-24,10.5,,5.4,0.03927
2024-06-25,10.5,,5.429,0.03927
2024-06-26,10.5,,5.5097,0.03927
2024-06-27,10.5,,5.5229,0.03927
2024-06-28,10.5,,5.5589,0.03927
2024-06-29,10.5,,,
2024-06-30,10.5,,,
2024-07-01,10.5,0.38,5.5893,0.03927
2024-07-02,10.5,,5.6677,0.03927
2024-07-03,10.5,,5.5863,0.03927
2024-07-04,10.5,,5.4839,0.03927
2024-07-05,10.5,,5.497,0.03927
2024-07-06,10.5,,,
2024-07-07,10.5,,,
2024-07-08,10.5,,5.472,0.03927
2024-07-09,10.5,,5.4387,0.03927
2024-07-10,10.5,,5.3967,0.03927
2024-07-11,10.5,,5.41,0.03927
2024-07-12,10.5,,5.4529,0.03927
2024-07-13,10.5,,,
2024-07-14,10.5,,,
2024-07-15,10.5,,5.4563,0.03927
